champion,lane_opponent,n_games,n_wins,winrate,lane_minions_first_10_minutes,max_cs_advantage_on_lane_opponent,max_level_lead_lane_opponent,turret_plates_taken,solo_kills,deaths,normalized_lane_minions_first_10_minutes,normalized_max_cs_advantage_on_lane_opponent,normalized_max_level_lead_lane_opponent,normalized_turret_plates_taken,normalized_solo_kills,normalized_deaths
Aatrox,Caitlyn,4.0,2.0,0.5,68.75,19.0,1.0,3.25,1.0,4.25,0.09791220887214051,-1.0499435854997456,-2.132155976567171,1.0950055472032945,-1.4355974911271856,-0.6935575052909491
Aatrox,Camille,335.0,195.0,0.582089552238806,66.68955223880597,33.811940298507466,1.8925373134328358,2.2208955223880595,2.352238805970149,5.42089552238806,-0.278452006675259,-0.013691935477931372,-0.09444259276180446,-0.1557072228833748,0.001680719767124105,0.37927841741276225
Aatrox,Cassiopeia,22.0,11.0,0.5,66.5,22.863636363636363,2.0,2.6818181818181817,2.590909090909091,5.636363636363637,-0.3130758787321374,-0.7796414187197527,0.15090082468633334,0.4044709404740535,0.2553604682081327,0.5767016105587726
Aatrox,Chogath,64.0,37.0,0.578125,72.0625,47.65625,2.296875,2.4375,2.65625,5.28125,0.7029780045117718,0.954863735316276,0.8286833125584676,0.10754105958048016,0.32481052725226195,0.25132786162185594
Aatrox,Corki,5.0,5.0,1.0,68.6,32.6,2.6,3.4,4.2,3.2,0.07051300303185429,-0.0984799584341702,1.5207349054384365,1.277306683379814,1.9656436613644266,-1.6556226061476231
Aatrox,Darius,282.0,170.0,0.6028368794326241,64.20921985815603,26.45390070921986,1.9361702127659575,2.234042553191489,2.351063829787234,5.081560283687943,-0.7315129230069412,-0.5284645116334963,0.005173794819088415,-0.13972909853128868,0.00043185184633391346,0.0683616644182371
Aatrox,Diana,3.0,1.0,0.3333333333333333,70.0,32.333333333333336,2.0,1.3333333333333333,1.6666666666666667,4.666666666666667,0.32623892420785044,-0.11713610798447553,0.15090082468633334,-1.2343978594966778,-0.7270055843580997,-0.3117856398716336
Aatrox,DrMundo,62.0,41.0,0.6612903225806451,78.30645161290323,45.483870967741936,2.225806451612903,2.6451612903225805,2.6451612903225805,3.274193548387097,1.8435067745032143,0.8028828799196979,0.666429779808092,0.35992032068507024,0.3130244723513647,-1.5876425836600547
Aatrox,Draven,9.0,5.0,0.5555555555555556,60.0,7.555555555555555,1.1111111111111112,2.111111111111111,2.0,4.666666666666667,-1.500374798477829,-1.8506033370336856,-1.8784829986501153,-0.28913270895176146,-0.3727096309735569,-0.3117856398716336
Aatrox,Ekko,3.0,2.0,0.6666666666666666,71.33333333333333,36.333333333333336,2.0,2.0,3.6666666666666665,5.666666666666667,0.5697874205659402,0.16270613527010544,0.15090082468633334,-0.42417058760103526,1.3987701359491576,0.6044668371347227
Aatrox,Evelynn,2.0,1.0,0.5,67.0,29.5,1.5,0.5,0.5,4.5,-0.22174519259785339,-0.3153576969564706,-0.990627575940419,-2.247181949366231,-1.967041421204,-0.46449438603935994
Aatrox,Ezreal,16.0,14.0,0.875,65.0625,24.125,1.75,2.1875,2.625,4.1875,-0.5756516013682038,-0.6913957113298138,-0.41986337562704285,-0.1962941673803858,0.29159528162246107,-0.7508232851038463
Aatrox,FiddleSticks,7.0,6.0,0.8571428571428571,75.28571428571429,60.142857142857146,2.2857142857142856,3.7142857142857144,2.0,4.0,1.2917347490559965,1.8284337736902305,0.8032027679016202,1.6592709687020457,-0.3727096309735569,-0.9226206245425381
Aatrox,Fiora,248.0,127.0,0.5120967741935484,64.88709677419355,23.149193548387096,1.7620967741935485,2.1048387096774195,2.3911290322580645,5.262096774193548,-0.6076909952943431,-0.7596636779302257,-0.39224575303123405,-0.29675581500454296,0.04301666916717689,0.23377867103403227
Aatrox,Fizz,5.0,4.0,0.8,64.0,26.6,1.6,1.8,1.8,5.6,-0.7697293094035572,-0.5182433233160417,-0.7623218958150684,-0.667238769169728,-0.5852872030042826,0.5433833386676317
Aatrox,Galio,4.0,2.0,0.5,71.0,35.25,1.75,2.0,1.5,4.5,0.5089002964764184,0.0869155277219896,-0.41986337562704285,-0.42417058760103526,-0.9041535610503713,-0.46449438603935994
Aatrox,Gangplank,75.0,46.0,0.6133333333333333,66.48,26.066666666666666,1.8133333333333332,2.0,2.5733333333333333,4.786666666666667,-0.316729106177508,-0.5555556224166526,-0.2752697782143211,-0.42417058760103526,0.2366794088478568,-0.20183534263087077
Aatrox,Garen,290.0,187.0,0.6448275862068965,75.68620689655172,34.42758620689655,1.8241379310344827,2.4034482758620688,2.0689655172413794,4.613793103448276,1.3648892789349834,0.029378997535594992,-0.25060226794790375,0.06615660625305163,-0.2994070199284789,-0.36023117313863656
Aatrox,Gnar,114.0,72.0,0.631578947368421,69.89473684210526,28.859649122807017,1.7894736842105263,1.719298245614035,2.3333333333333335,4.991228070175438,0.30701141133747434,-0.3601570034424013,-0.3297427124196676,-0.7653189126097268,-0.018413677589013844,-0.014405449966062326
Aatrox,Gragas,101.0,56.0,0.5544554455445545,70.5940594059406,36.504950495049506,1.7227722772277227,1.5940594059405941,1.9108910891089108,5.554455445544554,0.43475063050601037,0.17471256814901479,-0.4820258132849353,-0.9175267977157086,-0.4674224105912071,0.5016530278336788
Aatrox,Graves,5.0,5.0,1.0,68.4,27.0,2.2,4.2,1.8,2.4,0.03398072857814277,-0.4902590989905837,0.6075121849370347,2.249579409654585,-0.5852872030042826,-2.3886245877527084
Aatrox,Gwen,135.0,72.0,0.5333333333333333,65.2074074074074,22.674074074074074,1.9111111111111112,2.2962962962962963,2.9555555555555557,5.533333333333333,-0.5491826154792873,-0.792903302806649,-0.05203755764731129,-0.0640695778696386,0.6429387687287996,0.4822998402005415
Aatrox,Hecarim,12.0,7.0,0.5833333333333334,67.5,35.25,1.8333333333333333,2.6666666666666665,3.0833333333333335,3.8333333333333335,-0.13041450646356942,0.0869155277219896,-0.22960864218925092,0.3860566842946071,0.7787522175262077,-1.075329370710264
Aatrox,Heimerdinger,24.0,10.0,0.4166666666666667,66.20833333333333,24.0,1.9166666666666667,0.9583333333333334,2.625,4.916666666666667,-0.36635211231047055,-0.7001407814315195,-0.039353908751458534,-1.6901506999379765,0.29159528162246107,-0.08272252062004454
Aatrox,Hwei,9.0,4.0,0.4444444444444444,67.44444444444444,25.11111111111111,1.6666666666666667,3.4444444444444446,1.8888888888888888,5.777777777777778,-0.14056236047849016,-0.6224068249719136,-0.6101181090648347,1.3313218348395237,-0.49080828210173794,0.7062726679132064
Aatrox,Illaoi,107.0,61.0,0.5700934579439252,63.60747663551402,22.53271028037383,1.7570093457943925,1.8130841121495327,2.457943925233645,5.102803738317757,-0.8414281658080419,-0.8027931930926625,-0.40386064103881736,-0.6513371124315893,0.11403340778838539,0.08782603234297626
Aatrox,Irelia,158.0,96.0,0.6075949367088608,66.21518987341773,16.00632911392405,1.8037974683544304,2.1012658227848102,2.6772151898734178,5.822784810126582,-0.3650996872896397,-1.2593824795811015,-0.2970406996102402,-0.3010980906042287,0.3470941730545335,0.7475104727855038
Aatrox,Ivern,4.0,1.0,0.25,73.75,78.25,2.5,3.75,1.5,3.5,1.0112190702149801,3.0952196427087353,1.2924292253130858,1.7026760011250264,-0.9041535610503713,-1.3807468630457163
Aatrox,Janna,5.0,2.0,0.4,68.2,70.2,2.6,4.4,3.0,6.2,-0.0025515458755713386,2.5320371281588914,1.5207349054384365,2.492647591223278,0.6901782291800718,1.093134824871446
Aatrox,JarvanIV,20.0,13.0,0.65,75.55,49.1,2.15,3.3,2.85,3.9,1.340009540298402,1.0558692949909763,0.49335934487435884,1.1557725925954674,0.5307450501570276,-1.0142458722431738
Aatrox,Jax,162.0,94.0,0.5802469135802469,66.19753086419753,33.907407407407405,1.8518518518518519,2.2901234567901234,2.382716049382716,5.327160493827161,-0.36832530614670406,-0.007013003000034293,-0.18732981253640807,-0.07157168223904273,0.03407461180128857,0.2933934653115769
Aatrox,Jayce,138.0,79.0,0.572463768115942,67.1376811594203,19.52173913043478,1.891304347826087,2.13768115942029,2.6666666666666665,5.101449275362318,-0.1965961630826146,-1.0134424233361048,-0.0972575232760042,-0.25684104231823934,0.33588227579552876,0.08658500230504237
Aatrox,Jhin,4.0,1.0,0.25,59.5,37.5,1.75,1.5,1.75,4.75,-1.591705484612113,0.2443267895526914,-0.41986337562704285,-1.0318410415227672,-0.6384315960119641,-0.23543126678777088
Aatrox,Jinx,4.0,3.0,0.75,72.25,28.75,2.0,1.0,2.5,4.5,0.7372270118121284,-0.3678281175667045,0.15090082468633334,-1.6395114954444991,0.15873429910325745,-0.46449438603935994
Aatrox,KSante,142.0,89.0,0.6267605633802817,71.95070422535211,34.53521126760563,1.8450704225352113,1.971830985915493,1.7605633802816902,4.690140845070423,0.682557234900761,0.036908507140405035,-0.2028122008599843,-0.4584055427515553,-0.6272039073483693,-0.2902773657635031
Aatrox,Kaisa,15.0,8.0,0.5333333333333333,67.06666666666666,31.866666666666667,1.8,3.0,2.533333333333333,5.333333333333333,-0.20956776777994957,-0.1497843696975101,-0.3057105355643675,0.7911703202424285,0.19416389444171162,0.2990493447992701
Aatrox,Kalista,1.0,1.0,1.0,73.0,22.0,3.0,2.0,4.0,4.0,0.8742230410135543,-0.8400619030588099,2.433957625939838,-0.42417058760103526,1.7530660893337005,-0.9226206245425381
Aatrox,Karma,16.0,10.0,0.625,69.125,38.375,1.875,2.125,1.9375,5.0,0.1664102234728535,0.305542280264631,-0.13448127547035474,-0.2722529741206023,-0.43914012223315874,-0.00636814753618178
Aatrox,Karthus,9.0,5.0,0.5555555555555556,68.11111111111111,32.22222222222222,2.111111111111111,2.5555555555555554,3.4444444444444446,5.555555555555555,-0.018788112299443986,-0.12490950363043633,0.40457380260338954,0.2510188056453333,1.1625728336927958,0.5026610063562382
Aatrox,Kassadin,2.0,2.0,1.0,63.0,38.5,2.0,1.5,3.5,5.0,-0.9523906816721252,0.31428735036633665,0.15090082468633334,-1.0318410415227672,1.221622159256886,-0.00636814753618178
Aatrox,Katarina,3.0,2.0,0.6666666666666666,65.0,24.666666666666668,1.6666666666666667,1.3333333333333333,2.6666666666666665,6.0,-0.5870679371349893,-0.6535004075557559,-0.6101181090648347,-1.2343978594966778,0.33588227579552876,0.9098843294701746
Aatrox,Kayle,58.0,38.0,0.6551724137931034,71.62068965517241,34.258620689655174,1.9827586206896552,2.2241379310344827,2.5689655172413794,5.310344827586207,0.6222763206431156,0.017558075191220743,0.11153777638885931,-0.15176659101543144,0.23203691014833544,0.27798606946579124
Aatrox,Kayn,10.0,7.0,0.7,75.6,40.5,2.3,2.9,4.4,4.0,1.34914260891183,0.4542084719936271,0.8358178650623843,0.6696362294580821,2.1782212333951523,-0.9226206245425381
Aatrox,Kennen,116.0,62.0,0.5344827586206896,67.9396551724138,28.844827586206897,1.6982758620689655,1.896551724137931,2.2844827586206895,5.267241379310345,-0.05010648934549204,-0.3611939264550657,-0.5379525205194655,-0.5498955091020832,-0.07033636041261097,0.23849242821551725
Aatrox,Khazix,7.0,5.0,0.7142857142857143,62.57142857142857,26.142857142857142,2.0,1.8571428571428572,2.0,5.428571428571429,-1.0306741269300832,-0.5502252939737082,0.15090082468633334,-0.5977907172929586,-0.3727096309735569,0.3863114854665426
Aatrox,Kindred,1.0,1.0,1.0,79.0,30.0,1.0,5.0,1.0,4.0,1.970191274624962,-0.28037741654964793,-2.132155976567171,3.2218521359293564,-1.4355974911271856,-0.9226206245425381
Aatrox,Kled,100.0,59.0,0.59,64.27,29.4,2.03,2.5,2.56,5.0,-0.7204107388910446,-0.3223537530378352,0.21939252872393805,0.18349986632069665,0.22250757071247523,-0.00636814753618178
Aatrox,KogMaw,6.0,3.0,0.5,59.166666666666664,12.0,2.0,2.0,3.8333333333333335,6.0,-1.652592608701636,-1.5396675111952625,0.15090082468633334,-0.42417058760103526,1.5759181126414292,0.9098843294701746
Aatrox,Leblanc,7.0,5.0,0.7142857142857143,67.85714285714286,34.857142857142854,1.7142857142857142,2.142857142857143,2.0,5.0,-0.06517830208193727,0.05943102168805733,-0.501401118528954,-0.25055045790911196,-0.3727096309735569,-0.00636814753618178
Aatrox,LeeSin,9.0,4.0,0.4444444444444444,67.77777777777777,32.22222222222222,1.5555555555555556,1.7777777777777777,1.5555555555555556,5.555555555555555,-0.07967523638896837,-0.12490950363043633,-0.8637910869818909,-0.6942463448995829,-0.8451042354862808,0.5026610063562382
Aatrox,Leona,10.0,4.0,0.4,64.3,41.2,2.2,2.7,2.8,5.8,-0.7149308977229873,0.503180864563179,0.6075121849370347,0.4265680478893896,0.4776006571493459,0.7266338340689031
Aatrox,Lillia,5.0,3.0,0.6,61.0,10.4,1.4,1.6,1.6,6.8,-1.3177134262092611,-1.651604408497095,-1.2189332560657697,-0.9103069507384207,-0.7978647750350083,1.6428863110752594
Aatrox,Lissandra,2.0,0.0,0.0,72.5,8.5,0.5,3.0,1.5,7.0,0.7828923548792703,-1.7845294740430206,-3.273684377193924,0.7911703202424285,-0.9041535610503713,1.8261368064765309
Aatrox,Lucian,8.0,6.0,0.75,71.75,24.375,2.0,2.0,1.75,4.0,0.6458963256778444,-0.6739055711264025,0.15090082468633334,-0.42417058760103526,-0.6384315960119641,-0.9226206245425381
Aatrox,Lulu,10.0,4.0,0.4,60.9,31.3,1.6,2.1,1.6,5.4,-1.3359795634361182,-0.18942868749190908,-0.7623218958150684,-0.30263649681668875,-0.7978647750350083,0.3601328432663611
Aatrox,Lux,2.0,2.0,1.0,82.0,44.0,2.0,3.5,1.5,2.0,2.518175391430666,0.6990704348413855,0.15090082468633334,1.3988407741641604,-0.9041535610503713,-2.755125578555251
Aatrox,Malphite,112.0,59.0,0.5267857142857143,75.00892857142857,44.160714285714285,1.8125,2.330357142857143,1.3482142857142858,4.991071428571429,1.2411766906602306,0.7103140964007213,-0.2771723255486988,-0.022674037688462476,-1.0654847541094041,-0.0145489732237383
Aatrox,Malzahar,9.0,7.0,0.7777777777777778,75.44444444444444,26.77777777777778,1.7777777777777777,1.7777777777777777,2.2222222222222223,4.777777777777778,1.3207286176700535,-0.5058058902825048,-0.35644513114777904,-0.6942463448995829,-0.13651232871719488,-0.20997980909314995
Aatrox,Maokai,7.0,6.0,0.8571428571428571,69.42857142857143,53.714285714285715,2.0,2.2857142857142856,2.2857142857142856,4.714285714285714,0.22186099719724056,1.3786873113167966,0.15090082468633334,-0.07693032821718862,-0.06902738521537741,-0.26815456953799777
Aatrox,MasterYi,6.0,3.0,0.5,65.0,34.5,2.0,2.3333333333333335,2.3333333333333335,5.666666666666667,-0.5870679371349893,0.03444510711175567,0.15090082468633334,-0.019056951653213812,-0.018413677589013844,0.6044668371347227
Aatrox,Milio,2.0,1.0,0.5,59.0,33.5,1.5,2.0,1.5,7.5,-1.683036170746397,-0.03551545370188958,-0.990627575940419,-0.42417058760103526,-0.9041535610503713,2.284263044979709
Aatrox,MissFortune,5.0,2.0,0.4,67.6,26.8,1.6,3.0,2.2,6.2,-0.11214836923671366,-0.5042512111533127,-0.7623218958150684,0.7911703202424285,-0.16013205894283097,1.093134824871446
Aatrox,MonkeyKing,66.0,45.0,0.6818181818181818,66.56060606060606,31.5,1.893939393939394,2.4393939393939394,1.9393939393939394,4.863636363636363,-0.302005492534042,-0.17543657532918008,-0.09124156332540177,0.10984284160291102,-0.43712707704347376,-0.13131166712795794
Aatrox,Mordekaiser,138.0,80.0,0.5797101449275363,65.84782608695652,33.21739130434783,2.0072463768115942,1.9565217391304348,2.5434782608695654,5.304347826086956,-0.4322028606464218,-0.05528691654052832,0.16744471455048926,-0.4770114966377076,0.20494681476211107,0.2724913019874915
Aatrox,Naafiri,14.0,8.0,0.5714285714285714,68.57142857142857,21.857142857142858,1.7857142857142858,1.4285714285714286,2.0714285714285716,4.214285714285714,0.06529410668132443,-0.8500562688893306,-0.3383256327251317,-1.1186511063687288,-0.2967890695340118,-0.7262808080411759
Aatrox,Nami,3.0,3.0,1.0,74.33333333333333,51.333333333333336,2.0,3.0,2.3333333333333335,5.333333333333333,1.117771537371644,1.212114547474784,0.15090082468633334,0.7911703202424285,-0.018413677589013844,0.2990493447992701
Aatrox,Nasus,154.0,99.0,0.6428571428571429,71.7012987012987,40.22077922077922,2.090909090909091,2.227272727272727,2.5844155844155843,4.87012987012987,0.6370004796258029,0.4346740296885184,0.35845144298210635,-0.1479567449093392,0.24845859898635583,-0.1253619757188257
Aatrox,Nautilus,10.0,5.0,0.5,72.7,57.4,2.1,2.3,2.1,6.2,0.8194246293329844,1.6365419497442317,0.37920650481168405,-0.059568315247996335,-0.26642084495819396,1.093134824871446
Aatrox,Neeko,7.0,4.0,0.5714285714285714,61.57142857142857,18.285714285714285,1.7142857142857142,1.1428571428571428,1.1428571428571428,4.571428571428571,-1.2133354991986511,-1.0999154146523495,-0.501401118528954,-1.4658913657525758,-1.283756368248096,-0.39904778053890616
Aatrox,Nidalee,19.0,12.0,0.631578947368421,59.473684210526315,22.63157894736842,1.7894736842105263,1.9473684210526316,2.0,5.473684210526316,-1.596512362829707,-0.7958762857028234,-0.3297427124196676,-0.48813589854016487,-0.3727096309735569,0.4276461836773556
Aatrox,Nilah,2.0,1.0,0.5,70.5,40.0,2.5,3.5,4.5,5.0,0.4175696103421344,0.4192281915868045,1.2924292253130858,1.3988407741641604,2.284510019410515,-0.00636814753618178
Aatrox,Nocturne,7.0,3.0,0.42857142857142855,67.71428571428571,23.571428571428573,1.7142857142857142,1.5714285714285714,1.5714285714285714,4.714285714285714,-0.09127278383459168,-0.7301238789230816,-0.501401118528954,-0.9450309766768055,-0.8282329996108264,-0.26815456953799777
Aatrox,Nunu,2.0,2.0,1.0,62.5,59.5,3.5,4.0,4.0,6.5,-1.0437213678064092,1.7834591274528868,3.5754860265665904,2.0065112280858926,1.7530660893337005,1.3680105679733527
Aatrox,Olaf,67.0,37.0,0.5522388059701493,66.86567164179104,28.26865671641791,1.8805970149253732,1.9253731343283582,2.283582089552239,5.522388059701493,-0.24628179484288598,-0.4015031636299889,-0.12170297247826399,-0.5148676702759206,-0.07129367063148294,0.4722712061238555
Aatrox,Orianna,4.0,1.0,0.25,63.75,28.0,1.25,1.5,1.0,4.75,-0.8153946524706992,-0.42029853817693846,-1.5613917762537952,-1.0318410415227672,-1.4355974911271856,-0.23543126678777088
Aatrox,Ornn,169.0,103.0,0.6094674556213018,72.11834319526628,40.946745562130175,1.8047337278106508,2.171597633136095,1.834319526627219,5.011834319526627,0.7131783991909716,0.4854630420612614,-0.29490316609097844,-0.21562096436162406,-0.5488093947859924,0.004475077043774749
Aatrox,Pantheon,85.0,57.0,0.6705882352941176,61.411764705882355,29.764705882352942,1.9411764705882353,2.235294117647059,1.9529411764705882,5.341176470588235,-1.242499919981027,-0.29683872497638797,0.01660336578906834,-0.13820802104963195,-0.4227278832160807,0.3062356387365748
Aatrox,Poppy,70.0,44.0,0.6285714285714286,66.08571428571429,33.17142857142857,1.7428571428571429,1.7285714285714286,1.9428571428571428,4.928571428571429,-0.3887498758148292,-0.05850249511208735,-0.4361709242074249,-0.7540488340156897,-0.43344608012519287,-0.07181475303663558
Aatrox,Pyke,7.0,4.0,0.5714285714285714,77.14285714285714,65.0,2.0,3.142857142857143,0.8571428571428571,8.0,1.6309630118404779,2.168242211927936,0.15090082468633334,0.9647904499343519,-1.5874386140062755,2.742389283482887
Aatrox,Qiyana,6.0,3.0,0.5,73.83333333333333,36.0,2.5,3.0,2.3333333333333335,7.0,1.02644085123736,0.13938594833222354,1.2924292253130858,0.7911703202424285,-0.018413677589013844,1.8261368064765309
Aatrox,Quinn,70.0,40.0,0.5714285714285714,68.94285714285714,33.885714285714286,2.1,2.642857142857143,2.5,5.128571428571429,0.13313975923822022,-0.008530665959483527,0.37920650481168405,0.35711999601261996,0.15873429910325745,0.11143574236463587
Aatrox,Rakan,2.0,1.0,0.5,62.5,44.0,2.0,3.5,2.0,3.0,-1.0437213678064092,0.6990704348413855,0.15090082468633334,1.3988407741641604,-0.3727096309735569,-1.8388731015488944
Aatrox,Rammus,3.0,1.0,0.3333333333333333,69.66666666666667,40.666666666666664,2.0,1.6666666666666667,2.0,2.6666666666666665,0.26535180011832865,0.46586856546256783,0.15090082468633334,-0.8292842235488564,-0.3727096309735569,-2.144290593884347
Aatrox,RekSai,3.0,1.0,0.3333333333333333,71.66666666666667,31.666666666666668,1.3333333333333333,1.6666666666666667,0.6666666666666666,6.666666666666667,0.6306745446554646,-0.1637764818602391,-1.3711370428160032,-0.8292842235488564,-1.7898934445117287,1.520719314141079
Aatrox,Rell,10.0,4.0,0.4,65.4,25.3,1.9,2.2,2.0,5.3,-0.5140033882275611,-0.6091920523737806,-0.07740485543901732,-0.1811024060323423,-0.3727096309735569,0.26850759556572495
Aatrox,Renekton,320.0,195.0,0.609375,64.03125,20.296875,1.725,1.91875,2.15625,4.9875,-0.7640211415201645,-0.9592134831945495,-0.47693979565838024,-0.5229170363633168,-0.20663340282455242,-0.017821303498761397
Aatrox,Rengar,20.0,9.0,0.45,66.3,41.75,1.95,2.7,2.0,4.7,-0.3496081531858515,0.5416591730106837,0.03674798462365802,0.4265680478893896,-0.3727096309735569,-0.2812438906380885
Aatrox,Riven,240.0,138.0,0.575,67.5,28.179166666666667,1.8583333333333334,2.3291666666666666,2.183333333333333,4.883333333333334,-0.13041450646356942,-0.407763937697827,-0.172532222157913,-0.024120872102561832,-0.17784685661205854,-0.11326426985358964
Aatrox,Rumble,75.0,53.0,0.7066666666666667,65.76,35.333333333333336,2.08,2.24,2.6933333333333334,4.586666666666667,-0.4482452942108767,0.0927455744564602,0.3335453687866139,-0.13248876971860368,0.3642259520662924,-0.3850858380321422
Aatrox,Ryze,17.0,8.0,0.47058823529411764,63.470588235294116,16.058823529411764,1.3529411764705883,2.2941176470588234,1.8235294117647058,5.411764705882353,-0.8664323888398582,-1.2557099408339965,-1.3263712231835814,-0.0667173794117814,-0.5602780768830209,0.3709122841723182
Aatrox,Sejuani,16.0,12.0,0.75,71.8125,32.75,2.1875,2.875,2.5,3.5625,0.6573126614446299,-0.08798587431212351,0.5789739749213655,0.6392527067619955,0.15873429910325745,-1.323481083232819
Aatrox,Senna,6.0,3.0,0.5,64.33333333333333,50.333333333333336,2.1666666666666665,2.0,4.0,6.666666666666667,-0.7088421853140354,1.142153986661139,0.5314102915619171,-0.42417058760103526,1.7530660893337005,1.520719314141079
Aatrox,Seraphine,7.0,3.0,0.42857142857142855,57.714285714285715,12.285714285714286,1.4285714285714286,1.0,1.4285714285714286,5.714285714285714,-1.91788650652027,-1.519678779534221,-1.1537030617442408,-1.6395114954444991,-0.9800741224899162,0.6480979074683586
Aatrox,Sett,167.0,97.0,0.5808383233532934,64.08383233532935,31.01197604790419,2.035928143712575,1.9401197604790419,2.55688622754491,5.161676646706587,-0.7544163799918199,-0.20957900470829438,0.23292681754574085,-0.49694549226232054,0.21919797977067929,0.14176848048281002
Aatrox,Shaco,9.0,5.0,0.5555555555555556,72.44444444444444,34.22222222222222,1.4444444444444444,1.4444444444444444,2.0,5.444444444444445,0.7727445008643495,0.015011617996854154,-1.1174640648989471,-1.0993599808474042,-0.3727096309735569,0.4008551755777546
